timesteps_per_sequence_N,m,num_of_epochs,batch_size_b,learning_rate,input_size,hidden_size,number_of_layers,output_size,r2_train_scaled,r2_val_scaled,r2_test_scaled,mse_train_scaled,mse_val_scaled,mse_test_scaled,r2_train,r2_val,r2_test,mse_train,mse_val,mse_test,mse_mean,mse_std,time_training,mse_num_of_last_steps,num_of_iterations,id,weighted,architecture,training_type,device,scaler
500,335,1500,100,0.0003,1,8,1,2,99.82,99.1,99.39,0.0017894534394145012,0.009157264605164528,0.005682665854692459,99.82,99.1,99.39,2.461602210998535,20.226665496826172,6.430919170379639,0.0015253775648307055,0.00013605069897091977,151.7,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,356,1500,100,0.0003,1,8,1,2,99.83,99.18,99.48,0.0017372083384543657,0.008355877362191677,0.004854699596762657,99.83,99.18,99.48,2.3642983436584473,17.865198135375977,5.275612831115723,0.0015188085334375502,0.00015180389240912614,151.24,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,376,1500,100,0.0003,1,8,1,2,99.83,99.22,99.54,0.0017320275073871017,0.008012251928448677,0.004372152965515852,99.83,99.22,99.54,2.363565444946289,16.693214416503906,4.677551746368408,0.0015148365159984678,0.0001631261450261821,153.07,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,397,1500,100,0.0003,1,8,1,2,99.76,99.48,99.69,0.0024050213396549225,0.005364579148590565,0.0029388205148279667,99.76,99.48,99.69,3.330671548843384,10.387908935546875,3.0183775424957275,0.0017854997841641306,0.000253416260341484,163.37,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,417,1500,100,0.0003,1,8,1,2,99.79,99.48,99.28,0.0020812898874282837,0.005471930373460054,0.006764956749975681,99.79,99.48,99.28,3.074525833129883,6.499841690063477,9.020450592041016,0.0019414563826285302,0.00035315212163113753,154.43,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,438,1500,100,0.0003,1,8,1,2,99.76,99.63,99.13,0.0023907036520540714,0.0038124355487525463,0.00802956335246563,99.76,99.63,99.13,3.378051519393921,5.2693986892700195,10.684436798095703,0.0019797006726730614,0.00027448417693481405,164.61,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,458,1500,100,0.0003,1,8,1,2,99.65,99.54,98.13,0.0035231555812060833,0.004690880887210369,0.01665453054010868,99.65,99.54,98.13,5.531322479248047,9.763511657714844,29.811538696289062,0.0023807782074436543,0.0004050452564283032,160.2,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,479,1500,100,0.0003,1,8,1,2,99.24,98.98,97.28,0.007495013065636158,0.010339789092540741,0.024170247837901115,99.24,98.98,97.28,10.125754356384277,20.07193374633789,43.697383880615234,0.005020474977791309,0.0005708427081170095,150.26,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
500,499,1500,100,0.0003,1,8,1,2,98.88,98.68,97.8,0.011223133653402328,0.013758035376667976,0.020186040550470352,98.88,98.68,97.8,15.618376731872559,18.93168830871582,33.67736053466797,0.008191498299129307,0.002246879630489354,149.76,100,91500,2025_12_02-16_10_53,no,LSTM,stateless,cuda,StandardScaler
1000,0,1500,100,0.0003,1,8,1,2,99.69,99.3,99.57,0.0030604861676692963,0.007166561670601368,0.004021812696009874,99.69,99.3,99.57,4.5840325355529785,10.117647171020508,5.244295120239258,0.01875604497268796,0.001356703404357529,252.01,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,5,1500,100,0.0003,1,8,1,2,99.72,99.28,99.66,0.0027833275962620974,0.007435695268213749,0.0031148206908255816,99.72,99.28,99.66,3.979044198989868,10.702231407165527,4.022587299346924,0.015065076285973191,0.0010534146704441671,253.38,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,10,1500,100,0.0003,1,8,1,2,99.71,99.28,99.65,0.002808581804856658,0.0074143181554973125,0.003232554765418172,99.71,99.28,99.65,4.221046447753906,11.544322967529297,4.7183451652526855,0.01284040062688291,0.0008474623659107508,252.79,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,16,1500,100,0.0003,1,8,1,2,99.71,99.28,99.64,0.0028571519069373608,0.007419672794640064,0.0032800165936350822,99.71,99.28,99.64,4.367288112640381,12.106110572814941,5.064713954925537,0.01092331798747182,0.0007443250198147556,253.77,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,21,1500,100,0.0003,1,8,1,2,99.72,99.27,99.66,0.00277047255076468,0.007501394022256136,0.003114155028015375,99.72,99.27,99.66,4.346322059631348,11.94903564453125,4.8176984786987305,0.009654613099992276,0.0007143244806696898,253.32,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,26,1500,100,0.0003,1,8,1,2,99.73,99.27,99.67,0.0026470907032489777,0.007475748658180237,0.003032563254237175,99.73,99.27,99.67,4.117321491241455,11.599310874938965,4.5233354568481445,0.00847048182040453,0.0006340059176158513,252.42,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,31,1500,100,0.0003,1,8,1,2,99.74,99.23,99.67,0.0025629922747612,0.007899848744273186,0.0030331281013786793,99.74,99.23,99.67,3.94494891166687,12.061585426330566,4.458752155303955,0.007434408171102405,0.0005658291092557323,253.41,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,36,1500,100,0.0003,1,8,1,2,99.75,99.22,99.67,0.0024951687082648277,0.008027126081287861,0.0030492038931697607,99.75,99.22,99.67,3.9013662338256836,12.51901912689209,4.552067279815674,0.006614345549605787,0.0004984039063644034,253.68,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,42,1500,100,0.0003,1,8,1,2,99.77,99.23,99.67,0.0023225247859954834,0.00795165915042162,0.002989232074469328,99.77,99.23,99.67,3.6342153549194336,12.316320419311523,4.399620532989502,0.00576866022311151,0.0004587501802977028,252.37,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,47,1500,100,0.0003,1,8,1,2,99.78,99.24,99.68,0.002201740862801671,0.007812051568180323,0.002941666403785348,99.78,99.24,99.68,3.4117684364318848,12.009154319763184,4.254671573638916,0.005135979163460433,0.0004176909110873765,254.3,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,52,1500,100,0.0003,1,8,1,2,99.78,99.25,99.68,0.002167473081499338,0.007672115694731474,0.0029324120841920376,99.78,99.25,99.68,3.3608386516571045,12.064006805419922,4.261313438415527,0.004581536718178541,0.0003565043984701475,252.23,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,57,1500,100,0.0003,1,8,1,2,99.79,99.28,99.68,0.0021256462205201387,0.007440571673214436,0.002914229640737176,99.79,99.28,99.68,3.351954936981201,12.165379524230957,4.31016731262207,0.004131693306844681,0.0002923039024794778,253.6,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,63,1500,100,0.0003,1,8,1,2,99.79,99.29,99.69,0.002063417574390769,0.0073202261701226234,0.002839825814589858,99.79,99.29,99.69,3.2972967624664307,12.276948928833008,4.267356872558594,0.003672717122826725,0.0002526186486049993,253.29,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,68,1500,100,0.0003,1,8,1,2,99.8,99.31,99.7,0.0020002389792352915,0.007071918807923794,0.002776341512799263,99.8,99.31,99.7,3.184579372406006,12.009446144104004,4.155514717102051,0.003330665717367083,0.00023242583522886675,252.86,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,73,1500,100,0.0003,1,8,1,2,99.8,99.34,99.71,0.0019669674802571535,0.006762437988072634,0.002688923617824912,99.8,99.34,99.71,3.0868771076202393,11.665179252624512,3.9594180583953857,0.00303713672561571,0.00020576637795509088,252.88,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,78,1500,100,0.0003,1,8,1,2,99.8,99.35,99.72,0.0019614333286881447,0.00669759139418602,0.0026300393510609865,99.8,99.35,99.72,3.046610116958618,11.607906341552734,3.8089380264282227,0.002792506185360253,0.0001730345576792418,254.24,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,83,1500,100,0.0003,1,8,1,2,99.8,99.35,99.72,0.001993701793253422,0.0067229559645056725,0.002568746218457818,99.8,99.35,99.72,3.0606534481048584,11.657483100891113,3.724896192550659,0.002583088774699718,0.00015080157682168904,253.03,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,89,1500,100,0.0003,1,8,1,2,99.8,99.36,99.73,0.0020158234983682632,0.00657560583204031,0.002462446689605713,99.8,99.36,99.73,3.0817630290985107,11.366326332092285,3.586625099182129,0.0023749440256506204,0.00013074391507391395,252.54,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,94,1500,100,0.0003,1,8,1,2,99.8,99.39,99.73,0.001981087727472186,0.006243949756026268,0.0024629663676023483,99.8,99.39,99.73,2.987703561782837,10.809703826904297,3.524359703063965,0.0022404794511385264,0.00011060416023263708,257.42,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,99,1500,100,0.0003,1,8,1,2,99.81,99.43,99.71,0.0018872274085879326,0.0058172475546598434,0.0026797896716743708,99.81,99.43,99.71,2.767073631286621,10.160383224487305,3.658790111541748,0.0021383877261541783,0.00010055705732027405,254.72,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,110,1500,100,0.0003,1,8,1,2,99.82,99.49,99.61,0.0017633528914302588,0.005198946688324213,0.003618306713178754,99.82,99.49,99.61,2.4689860343933105,9.221237182617188,4.568260669708252,0.001981020835228264,9.020624478070246e-05,257.33,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,157,1500,100,0.0003,1,8,1,2,99.76,99.32,98.92,0.002375795040279627,0.006850234232842922,0.009828384965658188,99.76,99.32,98.92,4.079132080078125,17.18056869506836,15.537501335144043,0.00155330644804053,6.444837522825434e-05,253.2,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,204,1500,100,0.0003,1,8,1,2,99.69,99.14,98.63,0.003071595449000597,0.008579295128583908,0.012323521077632904,99.69,99.14,98.63,5.716004848480225,22.87970733642578,21.22736930847168,0.0015000474744010716,4.6765054517326875e-05,252.05,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,250,1500,100,0.0003,1,8,1,2,99.66,98.98,98.47,0.003436908358708024,0.010187364183366299,0.013692011125385761,99.66,98.98,98.47,6.494141578674316,27.471637725830078,24.674036026000977,0.001467279844218865,4.84912120057992e-05,253.26,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,297,1500,100,0.0003,1,8,1,2,99.6,98.87,98.25,0.0039826082065701485,0.011341875419020653,0.01557781733572483,99.6,98.87,98.25,7.5443115234375,30.907651901245117,29.63387107849121,0.0014462047163397074,5.196880120685189e-05,251.87,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,344,1500,100,0.0003,1,8,1,2,99.55,98.76,98.04,0.004559565335512161,0.01245154719799757,0.017351724207401276,99.55,98.76,98.04,8.553741455078125,34.08208084106445,34.4582633972168,0.0014380285271909088,5.491762477942777e-05,252.2,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,391,1500,100,0.0003,1,8,1,2,99.48,98.55,97.78,0.005230379290878773,0.014577105641365051,0.01959623396396637,99.48,98.55,97.78,9.623588562011719,40.03797149658203,40.86152648925781,0.0014283213461749255,5.951637630990089e-05,251.1,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,438,1500,100,0.0003,1,8,1,2,99.31,98.49,97.29,0.006906452588737011,0.015113471075892448,0.023765791207551956,99.31,98.49,97.29,12.634443283081055,42.83164596557617,52.80375289916992,0.0014625979296397419,6.734148983633486e-05,251.69,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,484,1500,100,0.0003,1,8,1,2,99.29,98.46,97.24,0.007161327172070742,0.015433723106980324,0.024210073053836823,99.29,98.46,97.24,13.036479949951172,43.65922927856445,53.923892974853516,0.0014839939784724266,7.483768022374246e-05,251.71,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,531,1500,100,0.0003,1,8,1,2,99.28,98.44,97.22,0.007255399599671364,0.01561286672949791,0.02433660440146923,99.28,98.44,97.22,13.089653968811035,43.409156799316406,53.95826721191406,0.0015234517666976898,8.112394181633395e-05,251.8,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,578,1500,100,0.0003,1,8,1,2,99.26,98.47,97.2,0.007410207763314247,0.01527189090847969,0.02460019662976265,99.26,98.47,97.2,13.314958572387695,42.35134506225586,54.29856872558594,0.0015697303367778659,9.460637805904132e-05,250.5,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,625,1500,100,0.0003,1,8,1,2,99.23,98.48,97.2,0.007751662749797106,0.01518770307302475,0.024655329063534737,99.23,98.48,97.2,13.812966346740723,41.47071838378906,53.90694808959961,0.0016348869621288032,0.00011570634829312319,250.57,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,671,1500,100,0.0003,1,8,1,2,99.15,98.46,97.22,0.008555972017347813,0.01545780524611473,0.024568993598222733,99.15,98.46,97.22,14.786702156066895,41.06398391723633,52.56501388549805,0.0017388088232837618,0.00013506294869824426,252.65,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,718,1500,100,0.0003,1,8,1,2,99.14,98.53,97.66,0.00868597999215126,0.014895621687173843,0.021011583507061005,99.14,98.53,97.66,14.281054496765137,33.91358184814453,40.83731460571289,0.0017409500724170357,0.00013778409927444544,251.78,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,765,1500,100,0.0003,1,8,1,2,99.15,98.63,97.64,0.008508836850523949,0.013904296793043613,0.021104447543621063,99.15,98.63,97.64,14.132674217224121,31.012678146362305,41.351890563964844,0.001758168237283826,0.00015693601066122832,249.15,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,812,1500,100,0.0003,1,8,1,2,99.21,98.7,97.63,0.007967601530253887,0.013173000887036324,0.02120913192629814,99.21,98.7,97.63,13.333459854125977,29.264734268188477,41.812538146972656,0.0018169005576055496,0.0001802330811013902,246.25,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,859,1500,100,0.0003,1,8,1,2,99.4,98.82,97.74,0.006053349934518337,0.01189755741506815,0.02030879445374012,99.4,98.82,97.74,9.942526817321777,26.152015686035156,38.15254592895508,0.0019799154240172354,0.00021102828130961857,246.76,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,905,1500,100,0.0003,1,8,1,2,99.71,98.85,98.86,0.0029041203670203686,0.011704081669449806,0.010499455966055393,99.71,98.85,98.86,4.7187275886535645,25.334495544433594,14.85671329498291,0.0016607405303511768,0.00021513762109105257,247.48,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,952,1500,100,0.0003,1,8,1,2,99.72,99.51,99.58,0.002779843984171748,0.005096929147839546,0.003928058315068483,99.72,99.51,99.58,3.44368052482605,6.820776462554932,4.056532382965088,0.001851884488714859,0.0002653863751325248,248.42,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
1000,999,1500,100,0.0003,1,8,1,2,98.76,98.56,96.91,0.01241911668330431,0.014989202842116356,0.02806279808282852,98.76,98.56,96.91,16.84954071044922,22.687143325805664,49.99867248535156,0.007684714114293456,0.0022704679700418424,247.76,100,84000,2025_12_02-17_53_40,no,LSTM,stateless,cuda,StandardScaler
6667,0,97500,1,0.0003,1,8,1,2,99.89,99.53,99.81,0.0010650436161085963,0.004847429227083921,0.0017551606288179755,99.89,99.53,99.81,1.6143710613250732,9.472764015197754,2.069979667663574,0.0010785085964016617,3.0667255292620326e-05,379.27,100,97500,2025_12_02-20_45_16,no,LSTM,BPTT,cuda,StandardScaler
100,0,1500,100,0.0003,1,8,1,2,98.88,98.35,98.77,0.011010309681296349,0.01712741330265999,0.011827880516648293,98.88,98.35,98.77,13.090643882751465,18.986141204833984,11.916757583618164,0.01342121019726619,0.01660676356967676,116.92,100,97500,2025_12_04-07_07_17,no,LSTM,stateful,cuda,StandardScaler
200,0,1500,100,0.0003,1,8,1,2,98.94,98.22,98.77,0.01057457271963358,0.018895147368311882,0.011857258155941963,98.94,98.22,98.77,13.344551086425781,20.08833122253418,13.42854118347168,0.012094302666373551,0.013999770849968495,117.27,100,96000,2025_12_04-07_09_15,no,LSTM,stateful,cuda,StandardScaler
500,0,1500,100,0.0003,1,8,1,2,99.28,99.29,99.02,0.007164811249822378,0.007376321125775576,0.009317263029515743,99.28,99.29,99.02,8.466062545776367,8.26840591430664,10.503998756408691,0.008990983988624066,0.009381175987874687,144.94,100,91500,2025_12_04-07_11_12,no,LSTM,stateful,cuda,StandardScaler
1000,0,1500,100,0.0003,1,8,1,2,99.32,98.72,99.09,0.0067438664846122265,0.013537788763642311,0.008705470710992813,99.32,98.72,99.09,7.91383695602417,14.886617660522461,9.533878326416016,0.008845710139721632,0.00799635847933975,248.27,100,84000,2025_12_04-07_13_37,no,LSTM,stateful,cuda,StandardScaler
