lookback_length_L,m,forecasting_length_H,input_size,hidden_size,number_of_layers,output_size,num_of_epochs,batch_size_b,learning_rate,length_train,length_val,variate,mse_train_scaled,mse_val_scaled,r2_train_scaled,r2_val_scaled,mse_train_unscaled,mse_val_unscaled,r2_train_unscaled,r2_val_unscaled,loss_mean_last1000,loss_std_last1000,time_training,num_of_iterations,id,weighted,architecture,training_type,device,scaler
96,54,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2388983964920044,0.28509403113608384,76.22,64.61,0.00027852776111103594,0.9107758408057548,76.22,2.54,0.25366013796627523,0.028441602427309056,211.36,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,61,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.23914945125579834,0.2954188643877084,76.2,63.21,0.00027882042923010886,0.9107382350822999,76.2,2.53,0.2507988633215427,0.029070409545254975,200.64,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,68,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2343539446592331,0.29163266858640347,76.68,63.96,0.00027322949608787894,0.910994928738191,76.68,2.51,0.24408322857320308,0.029230981849205473,194.14,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,75,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.23367832601070404,0.28019033990401243,76.74,65.17,0.00027244185912422836,0.9103355125391057,76.74,2.57,0.2391989828199148,0.029627901685353564,198.43,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,81,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2322874814271927,0.2826553424964437,76.88,64.63,0.0002708202227950096,0.9101967387433563,76.88,2.59,0.2362169554680586,0.03027059550685674,198.29,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,88,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2210426926612854,0.28247332364276406,78.0,64.84,0.00025771011132746935,0.9103111232054375,78.0,2.57,0.22465224562585354,0.029449647610346196,194.77,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
96,95,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.22796548902988434,0.30490714288649284,77.31,62.56,0.00026578138931654394,0.9114625812818606,77.31,2.47,0.2309787887483835,0.029262557278216292,203.89,163200,2025_12_03-15_03_35,no,LSTM,stateless retrain,cuda,StandardScaler
192,0,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2068617194890976,0.2773803339949587,79.39,64.85,0.00024117669090628624,0.909382119517596,79.39,2.67,0.27669952674210074,0.01982197890741322,267.04,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,10,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.20203150808811188,0.2730595478067352,79.87,66.18,0.00023554525978397578,0.9103257518261672,79.87,2.59,0.25212229186296464,0.019365678742794885,269.59,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
192,20,96,1,96,1,96,400,24,5e-05,10000,3360,9,0.2050490379333496,0.27618854286348715,79.57,65.35,0.00023906328715384007,0.9096850133101855,79.57,2.65,0.24163777332007885,0.01936508443370373,266.63,161600,2025_12_03-15_55_14,no,LSTM,stateless retrain,cuda,StandardScaler
