timesteps_per_sequence_N,m,num_of_epochs,batch_size_b,learning_rate,input_size,hidden_size,number_of_layers,output_size,r2_train_scaled,r2_val_scaled,r2_test_scaled,mse_train_scaled,mse_val_scaled,mse_test_scaled,r2_train,r2_val,r2_test,mse_train,mse_val,mse_test,mse_mean,mse_std,time_training,mse_num_of_last_steps,num_of_iterations,id,weighted,architecture,training_type,device,scaler
500,31,400,100,0.0001,1,8,1,1,99.97,99.96,99.88,0.0002700940822251141,0.0003591718268580735,0.0011859912192448974,99.97,99.96,99.88,8.070922490333032e-07,1.0732734381235787e-06,3.5439666135062e-06,0.003917422164231538,0.00042550667488389473,120.49,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,36,400,100,0.0001,1,8,1,1,99.97,99.97,99.88,0.00026694979169405997,0.00035413855221122503,0.001193791744299233,99.97,99.97,99.88,7.976964866429626e-07,1.0582332379271975e-06,3.567276507965289e-06,0.0028573394985869525,0.00031206442440143834,119.21,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,42,400,100,0.0001,1,8,1,1,99.97,99.97,99.88,0.00025603955145925283,0.0003438229323364794,0.001201946521177888,99.97,99.97,99.88,7.65094796406629e-07,1.0274081887473585e-06,3.591643917388865e-06,0.0019687406066805123,0.00021820109697220995,117.07,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,47,400,100,0.0001,1,8,1,1,99.98,99.97,99.88,0.00024879249394871294,0.00033777355565689504,0.0012158979661762714,99.98,99.97,99.88,7.434391022798081e-07,1.009331413115433e-06,3.6333333355287323e-06,0.0014575161878019572,0.0001632922571079489,114.36,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,52,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00024123716866597533,0.0003317253722343594,0.0012278100475668907,99.98,99.97,99.87,7.208623173937667e-07,9.912581617754768e-07,3.668929593914072e-06,0.0010846099007176236,0.0001224754956717276,120.72,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,57,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00023578610853292048,0.0003280795644968748,0.0012392145581543446,99.98,99.97,99.87,7.045736083455267e-07,9.803638931771275e-07,3.703008133015828e-06,0.0008104016323341056,9.18595859815754e-05,123.33,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,63,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00023466575657948852,0.0003257906064391136,0.0012519421288743615,99.98,99.97,99.87,7.012256446614629e-07,9.735242656461196e-07,3.741040018212516e-06,0.000573685500130523,6.471122449139402e-05,115.76,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,68,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00023396704636979848,0.00033600605092942715,0.0012718250509351492,99.98,99.97,99.87,6.991377290432865e-07,1.0040496363217244e-06,3.8004548059689114e-06,0.00043559048790484665,4.902756787198091e-05,118.65,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,73,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00023319548927247524,0.00033998838625848293,0.0012827226892113686,99.98,99.97,99.87,6.96832216817711e-07,1.0159496923733968e-06,3.833018581644865e-06,0.00033207212953129784,3.8752049765400064e-05,121.12,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
500,78,400,100,0.0001,1,8,1,1,99.98,99.97,99.87,0.00023336328740697354,0.00034130903077311814,0.0012897002743557096,99.98,99.97,99.87,6.973337463023199e-07,1.0198961035712273e-06,3.85386920243036e-06,0.00025612465717131275,2.9940942773443523e-05,127.61,100,78000,2025_12_01-21_16_30,no,LSTM,stateless,cuda,StandardScaler
